Symbol,Yahoo_Ticker,Big Sectors,Industry
IMPEXFERRO,IMPEXFERRO.NS,Commodities,Minerals & Mining
INCREDIBLE,INCREDIBLE.NS,Commodities,Ferrous Metals
INDBANK,INDBANK.NS,Services,Capital Markets
INDGN,INDGN.NS,Healthcare,Healthcare Services
INDHOTEL,INDHOTEL.NS,Consumer Discretionary,Leisure Services
INDIACEM,INDIACEM.NS,Commodities,Other Construction Materials
INDIAGLYCO,INDIAGLYCO.NS,Commodities,Chemicals & Petrochemicals
INDIAMART,INDIAMART.NS,Telecommunication,Telecom - Equipment & Accessories
INDIANB,INDIANB.NS,Services,Banks - Regional
INDIANCARD,INDIANCARD.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
INDIANHUME,INDIANHUME.NS,Industrials,Construction
INDIASHLTR,INDIASHLTR.NS,Services,Mortgage Finance
INDIGO,INDIGO.NS,Industrials,Industrial Products
INDIGOPNTS,INDIGOPNTS.NS,Commodities,Fertilizers & Agrochemicals
INDNIPPON,INDNIPPON.NS,Consumer Discretionary,Automobile & Auto Components
INDOAMIN,INDOAMIN.NS,Commodities,Chemicals & Petrochemicals
INDOBORAX,INDOBORAX.NS,Commodities,Chemicals & Petrochemicals
INDOCO,INDOCO.NS,Healthcare,Pharmaceuticals & Biotechnology
INDOFARM,INDOFARM.NS,Industrials,"Agricultural, Commercial & Construction Vehicles"
INDORAMA,INDORAMA.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
INDOSTAR,INDOSTAR.NS,Services,Credit Services
INDOTECH,INDOTECH.NS,Industrials,Electrical Equipment
INDOTHAI,INDOTHAI.NS,Services,Capital Markets
INDOUS,INDOUS.NS,Commodities,Fertilizers & Agrochemicals
INDOWIND,INDOWIND.NS,Utilities,Utilities
INDRAMEDCO,INDRAMEDCO.NS,Healthcare,Healthcare Services
INDSWFTLAB,INDSWFTLAB.NS,Healthcare,Pharmaceuticals & Biotechnology
INDSWFTLTD,INDSWFTLTD.NS,Healthcare,Pharmaceuticals & Biotechnology
INDTERRAIN,INDTERRAIN.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
INDUSINDBK,INDUSINDBK.NS,Services,Banks - Regional
INDUSTOWER,INDUSTOWER.NS,Telecommunication,Telecom - Services
INFIBEAM,INFIBEAM.NS,Information Technology,IT - Software
INFOBEAN,INFOBEAN.NS,Information Technology,IT - Software
INFY,INFY.NS,Information Technology,IT - Services
INGERRAND,INGERRAND.NS,Industrials,Industrial Manufacturing
INNOVACAP,INNOVACAP.NS,Healthcare,Pharmaceuticals & Biotechnology
INNOVANA,INNOVANA.NS,Information Technology,IT - Software
INOXGREEN,INOXGREEN.NS,Utilities,Utilities
INOXINDIA,INOXINDIA.NS,Industrials,Industrial Manufacturing
INOXWIND,INOXWIND.NS,Industrials,Industrial Manufacturing
INSECTICID,INSECTICID.NS,Commodities,Fertilizers & Agrochemicals
INSPIRISYS,INSPIRISYS.NS,Information Technology,IT - Services
INTELLECT,INTELLECT.NS,Information Technology,IT - Software
INTENTECH,INTENTECH.NS,Information Technology,IT - Software
INTERARCH,INTERARCH.NS,Industrials,Construction
INTLCONV,INTLCONV.NS,Industrials,Industrial Manufacturing
INVENTURE,INVENTURE.NS,Services,Capital Markets
IOB,IOB.NS,Services,Banks - Regional
IOC,IOC.NS,Energy,Petroleum Products
IOLCP,IOLCP.NS,Healthcare,Pharmaceuticals & Biotechnology
IONEXCHANG,IONEXCHANG.NS,Industrials,Industrial Manufacturing
IPCALAB,IPCALAB.NS,Healthcare,Pharmaceuticals & Biotechnology
IPL,IPL.NS,Commodities,Fertilizers & Agrochemicals
IRB,IRB.NS,Industrials,Construction
IRCON,IRCON.NS,Industrials,Construction
IRCTC,IRCTC.NS,Industrials,Industrial Products
IREDA,IREDA.NS,Services,Credit Services
IRFC,IRFC.NS,Services,Credit Services
IRIS,IRIS.NS,Information Technology,IT - Software
IRISDOREME,IRISDOREME.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
IRMENERGY,IRMENERGY.NS,Utilities,Utilities
ISFT,ISFT.NS,Consumer Discretionary,Retailing
ISGEC,ISGEC.NS,Industrials,Industrial Manufacturing
ISHANCH,ISHANCH.NS,Commodities,Chemicals & Petrochemicals
ITC,ITC.NS,Fast Moving consumer goods,Cigarettes & Tobacco Products
ITCHOTELS,ITCHOTELS.NS,Consumer Discretionary,Leisure Services
ITDC,ITDC.NS,Consumer Discretionary,Leisure Services
ITDCEM,ITDCEM.NS,Industrials,Construction
ITI,ITI.NS,Information Technology,IT - Hardware
IVC,IVC.NS,Services,Financial Conglomerates
IVP,IVP.NS,Commodities,Fertilizers & Agrochemicals
IXIGO,IXIGO.NS,Consumer Discretionary,Consumer Services
IZMO,IZMO.NS,Information Technology,IT - Software
J&KBANK,J&KBANK.NS,Services,Banks - Regional
JAGRAN,JAGRAN.NS,Telecommunication,Telecom - Equipment & Accessories
JAGSNPHARM,JAGSNPHARM.NS,Healthcare,Pharmaceuticals & Biotechnology
JAIBALAJI,JAIBALAJI.NS,Commodities,Ferrous Metals
JAICORPLTD,JAICORPLTD.NS,Commodities,Fertilizers & Agrochemicals
JAIPURKURT,JAIPURKURT.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
JAMNAAUTO,JAMNAAUTO.NS,Consumer Discretionary,Automobile & Auto Components
JASH,JASH.NS,Industrials,Industrial Manufacturing
JAYAGROGN,JAYAGROGN.NS,Commodities,Fertilizers & Agrochemicals
JAYBARMARU,JAYBARMARU.NS,Consumer Discretionary,Automobile & Auto Components
JAYNECOIND,JAYNECOIND.NS,Commodities,Ferrous Metals
JAYSREETEA,JAYSREETEA.NS,Fast Moving consumer goods,Farm Products
JBCHEPHARM,JBCHEPHARM.NS,Healthcare,Pharmaceuticals & Biotechnology
JBMA,JBMA.NS,Consumer Discretionary,Automobile & Auto Components
JCHAC,JCHAC.NS,Consumer Discretionary,Consumer Durables
JETFREIGHT,JETFREIGHT.NS,Industrials,Industrial Products
JGCHEM,JGCHEM.NS,Commodities,Minerals & Mining
JHS,JHS.NS,Fast Moving consumer goods,Household Products
JINDALPHOT,JINDALPHOT.NS,Services,Asset Management
JINDALPOLY,JINDALPOLY.NS,Consumer Discretionary,Retailing
JINDALSAW,JINDALSAW.NS,Commodities,Ferrous Metals
JINDALSTEL,JINDALSTEL.NS,Commodities,Ferrous Metals
JINDRILL,JINDRILL.NS,Energy,Oil
JINDWORLD,JINDWORLD.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
JIOFIN,JIOFIN.NS,Services,Asset Management
JISLDVREQS,JISLDVREQS.NS,Industrials,Industrial Products
JISLJALEQS,JISLJALEQS.NS,Industrials,Industrial Products
JITFINFRA,JITFINFRA.NS,Industrials,Construction
JKCEMENT,JKCEMENT.NS,Commodities,Other Construction Materials
JKIL,JKIL.NS,Industrials,Construction
JKLAKSHMI,JKLAKSHMI.NS,Commodities,Other Construction Materials
JKPAPER,JKPAPER.NS,Commodities,"Paper, Forest & Jute Products"
JKTYRE,JKTYRE.NS,Consumer Discretionary,Automobile & Auto Components
JLHL,JLHL.NS,Healthcare,Healthcare Services
JMA,JMA.NS,Consumer Discretionary,Automobile & Auto Components
JMFINANCIL,JMFINANCIL.NS,Services,Capital Markets
JNKINDIA,JNKINDIA.NS,Industrials,Industrial Manufacturing
JOCIL,JOCIL.NS,Commodities,Fertilizers & Agrochemicals
JPOLYINVST,JPOLYINVST.NS,Services,Asset Management
JPPOWER,JPPOWER.NS,Utilities,Utilities
JSFB,JSFB.NS,Services,Banks - Regional
JSL,JSL.NS,Commodities,Ferrous Metals
JSWENERGY,JSWENERGY.NS,Utilities,Utilities
JSWHL,JSWHL.NS,Industrials,Industrial Products
JSWINFRA,JSWINFRA.NS,Industrials,Industrial Products
JSWSTEEL,JSWSTEEL.NS,Commodities,Ferrous Metals
JTEKTINDIA,JTEKTINDIA.NS,Consumer Discretionary,Automobile & Auto Components
JTLIND,JTLIND.NS,Commodities,Ferrous Metals
JUBLCPL,JUBLCPL.NS,Commodities,Fertilizers & Agrochemicals
JUBLFOOD,JUBLFOOD.NS,Consumer Discretionary,Consumer Services
JUBLINGREA,JUBLINGREA.NS,Commodities,Fertilizers & Agrochemicals
JUBLPHARMA,JUBLPHARMA.NS,Healthcare,Pharmaceuticals & Biotechnology
JUNIPER,JUNIPER.NS,Consumer Discretionary,Leisure Services
JUSTDIAL,JUSTDIAL.NS,Telecommunication,Telecom - Equipment & Accessories
JWL,JWL.NS,Industrials,Industrial Products
JYOTHYLAB,JYOTHYLAB.NS,Fast Moving consumer goods,Household Products
JYOTICNC,JYOTICNC.NS,Industrials,Industrial Manufacturing
JYOTISTRUC,JYOTISTRUC.NS,Industrials,Industrial Manufacturing
KABRAEXTRU,KABRAEXTRU.NS,Industrials,Industrial Manufacturing
KAJARIACER,KAJARIACER.NS,Industrials,Construction
KAKATCEM,KAKATCEM.NS,Commodities,Other Construction Materials
KALAMANDIR,KALAMANDIR.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
KALYANI,KALYANI.NS,Consumer Discretionary,Automobile & Auto Components
KALYANIFRG,KALYANIFRG.NS,Consumer Discretionary,Automobile & Auto Components
KALYANKJIL,KALYANKJIL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
KAMATHOTEL,KAMATHOTEL.NS,Consumer Discretionary,Leisure Services
KAMDHENU,KAMDHENU.NS,Commodities,Ferrous Metals
KAMOPAINTS,KAMOPAINTS.NS,Commodities,Ferrous Metals
KANANIIND,KANANIIND.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
KANORICHEM,KANORICHEM.NS,Commodities,Chemicals & Petrochemicals
KANPRPLA,KANPRPLA.NS,Consumer Discretionary,Retailing
KANSAINER,KANSAINER.NS,Commodities,Fertilizers & Agrochemicals
KAPSTON,KAPSTON.NS,Industrials,Industrial Products
KARMAENG,KARMAENG.NS,Utilities,Utilities
KARURVYSYA,KARURVYSYA.NS,Services,Banks - Regional
KAUSHALYA,KAUSHALYA.NS,Industrials,Construction
KAVVERITEL,KAVVERITEL.NS,Information Technology,IT - Hardware
KAYA,KAYA.NS,Fast Moving consumer goods,Household Products
KAYNES,KAYNES.NS,Industrials,Industrial Manufacturing
KBCGLOBAL,KBCGLOBAL.NS,Consumer Discretionary,Realty
KCP,KCP.NS,Commodities,Other Construction Materials
KCPSUGIND,KCPSUGIND.NS,Fast Moving consumer goods,Food Products
KDDL,KDDL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
KEC,KEC.NS,Industrials,Construction
KECL,KECL.NS,Industrials,Industrial Manufacturing
KEEPLEARN,KEEPLEARN.NS,Fast Moving consumer goods,Diversified FMCG
KEI,KEI.NS,Industrials,Electrical Equipment
KELLTONTEC,KELLTONTEC.NS,Information Technology,IT - Software
KERNEX,KERNEX.NS,Information Technology,IT - Software
KESORAMIND,KESORAMIND.NS,Commodities,Other Construction Materials
KEYFINSERV,KEYFINSERV.NS,Services,Capital Markets
KFINTECH,KFINTECH.NS,Information Technology,IT - Software
KHADIM,KHADIM.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
KHAICHEM,KHAICHEM.NS,Commodities,Fertilizers & Agrochemicals
KHAITANLTD,KHAITANLTD.NS,Consumer Discretionary,Consumer Durables
KHANDSE,KHANDSE.NS,Services,Capital Markets
KICL,KICL.NS,Services,Asset Management
KILITCH,KILITCH.NS,Healthcare,Pharmaceuticals & Biotechnology
KIMS,KIMS.NS,Healthcare,Healthcare Services
KINGFA,KINGFA.NS,Commodities,Fertilizers & Agrochemicals
KIOCL,KIOCL.NS,Commodities,Ferrous Metals
KIRIINDUS,KIRIINDUS.NS,Commodities,Fertilizers & Agrochemicals
KIRLOSBROS,KIRLOSBROS.NS,Industrials,Industrial Manufacturing
KIRLOSENG,KIRLOSENG.NS,Industrials,Industrial Manufacturing
KIRLOSIND,KIRLOSIND.NS,Industrials,Industrial Manufacturing
KIRLPNU,KIRLPNU.NS,Industrials,Industrial Manufacturing
KITEX,KITEX.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
KKCL,KKCL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
KMEW,KMEW.NS,Industrials,Industrial Products
KMSUGAR,KMSUGAR.NS,Fast Moving consumer goods,Food Products
KNRCON,KNRCON.NS,Industrials,Construction
KOHINOOR,KOHINOOR.NS,Fast Moving consumer goods,Food Products
KOKUYOCMLN,KOKUYOCMLN.NS,Industrials,Industrial Products
KOLTEPATIL,KOLTEPATIL.NS,Consumer Discretionary,Realty
KOPRAN,KOPRAN.NS,Healthcare,Pharmaceuticals & Biotechnology
KOTAKBANK,KOTAKBANK.NS,Services,Banks - Regional
KOTARISUG,KOTARISUG.NS,Fast Moving consumer goods,Food Products
KOTHARIPET,KOTHARIPET.NS,Commodities,Fertilizers & Agrochemicals
KOTHARIPRO,KOTHARIPRO.NS,Industrials,Industrial Products
KPEL,KPEL.NS,Industrials,Construction
KPIGREEN,KPIGREEN.NS,Utilities,Utilities
KPIL,KPIL.NS,Industrials,Construction
KPITTECH,KPITTECH.NS,Information Technology,IT - Software
KPRMILL,KPRMILL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
KRBL,KRBL.NS,Fast Moving consumer goods,Food Products
KREBSBIO,KREBSBIO.NS,Healthcare,Pharmaceuticals & Biotechnology
KRIDHANINF,KRIDHANINF.NS,Commodities,Ferrous Metals
KRISHANA,KRISHANA.NS,Commodities,Fertilizers & Agrochemicals
KRISHIVAL,KRISHIVAL.NS,Fast Moving consumer goods,Food Products
KRITI,KRITI.NS,Industrials,Construction
KRITIKA,KRITIKA.NS,Commodities,Ferrous Metals
KRITINUT,KRITINUT.NS,Fast Moving consumer goods,Food Products
KRN,KRN.NS,Information Technology,IT - Hardware
KRONOX,KRONOX.NS,Commodities,Fertilizers & Agrochemicals
KROSS,KROSS.NS,Consumer Discretionary,Automobile & Auto Components
KRSNAA,KRSNAA.NS,Healthcare,Pharmaceuticals & Biotechnology
KRYSTAL,KRYSTAL.NS,Industrials,Industrial Products
KSB,KSB.NS,Industrials,Industrial Manufacturing
KSCL,KSCL.NS,Commodities,Fertilizers & Agrochemicals
KSHITIJPOL,KSHITIJPOL.NS,Industrials,Industrial Products
KSL,KSL.NS,Commodities,Ferrous Metals
KSOLVES,KSOLVES.NS,Information Technology,IT - Software
KTKBANK,KTKBANK.NS,Services,Banks - Regional
KUANTUM,KUANTUM.NS,Commodities,"Paper, Forest & Jute Products"
LAGNAM,LAGNAM.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LAKPRE,LAKPRE.NS,Industrials,Industrial Manufacturing
LAL,LAL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LALPATHLAB,LALPATHLAB.NS,Healthcare,Pharmaceuticals & Biotechnology
LAMBODHARA,LAMBODHARA.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LANCORHOL,LANCORHOL.NS,Consumer Discretionary,Realty
LANDMARK,LANDMARK.NS,Consumer Discretionary,Automobile & Auto Components
LAOPALA,LAOPALA.NS,Consumer Discretionary,Consumer Durables
LASA,LASA.NS,Healthcare,Pharmaceuticals & Biotechnology
LATENTVIEW,LATENTVIEW.NS,Industrials,Industrial Products
LATTEYS,LATTEYS.NS,Industrials,Industrial Manufacturing
LAURUSLABS,LAURUSLABS.NS,Healthcare,Pharmaceuticals & Biotechnology
LAXMICOT,LAXMICOT.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LAXMIDENTL,LAXMIDENTL.NS,Healthcare,Healthcare Equipment & Supplies
LEMONTREE,LEMONTREE.NS,Consumer Discretionary,Leisure Services
LEXUS,LEXUS.NS,Industrials,Construction
LFIC,LFIC.NS,Services,Asset Management
LGBBROSLTD,LGBBROSLTD.NS,Consumer Discretionary,Automobile & Auto Components
LGHL,LGHL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LIBAS,LIBAS.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LIBERTSHOE,LIBERTSHOE.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LICHSGFIN,LICHSGFIN.NS,Services,Mortgage Finance
LICI,LICI.NS,Services,Insurance - Life
LIKHITHA,LIKHITHA.NS,Energy,Oil
LINC,LINC.NS,Industrials,Industrial Products
LINCOLN,LINCOLN.NS,Healthcare,Pharmaceuticals & Biotechnology
LINDEINDIA,LINDEINDIA.NS,Commodities,Fertilizers & Agrochemicals
LLOYDSENGG,LLOYDSENGG.NS,Industrials,Industrial Manufacturing
LLOYDSENT,LLOYDSENT.NS,Commodities,Ferrous Metals
LLOYDSME,LLOYDSME.NS,Commodities,Ferrous Metals
LMW,LMW.NS,Industrials,Industrial Manufacturing
LODHA,LODHA.NS,Consumer Discretionary,Realty
LOKESHMACH,LOKESHMACH.NS,Industrials,Industrial Manufacturing
LORDSCHLO,LORDSCHLO.NS,Commodities,Chemicals & Petrochemicals
LOTUSEYE,LOTUSEYE.NS,Healthcare,Healthcare Services
LOVABLE,LOVABLE.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LOYALTEX,LOYALTEX.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LPDC,LPDC.NS,Consumer Discretionary,Realty
LT,LT.NS,Industrials,Construction
LTF,LTF.NS,Services,Credit Services
LTFOODS,LTFOODS.NS,Fast Moving consumer goods,Food Products
LTIM,LTIM.NS,Information Technology,IT - Services
LTTS,LTTS.NS,Information Technology,IT - Services
LUMAXIND,LUMAXIND.NS,Consumer Discretionary,Automobile & Auto Components
LUMAXTECH,LUMAXTECH.NS,Consumer Discretionary,Automobile & Auto Components
LUPIN,LUPIN.NS,Healthcare,Pharmaceuticals & Biotechnology
LUXIND,LUXIND.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
LXCHEM,LXCHEM.NS,Commodities,Fertilizers & Agrochemicals
LYKALABS,LYKALABS.NS,Healthcare,Pharmaceuticals & Biotechnology
LYPSAGEMS,LYPSAGEMS.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
M&M,M&M.NS,Consumer Discretionary,Automobile & Auto Components
M&MFIN,M&MFIN.NS,Services,Credit Services
MAANALU,MAANALU.NS,Commodities,Non - Ferrous Metals
MACPOWER,MACPOWER.NS,Industrials,Industrial Manufacturing
MADHAV,MADHAV.NS,Industrials,Construction
MADHUCON,MADHUCON.NS,Industrials,Construction
MADRASFERT,MADRASFERT.NS,Commodities,Fertilizers & Agrochemicals
MAGADSUGAR,MAGADSUGAR.NS,Fast Moving consumer goods,Food Products
MAGNUM,MAGNUM.NS,Commodities,"Paper, Forest & Jute Products"
MAHABANK,MAHABANK.NS,Services,Banks - Regional
MAHAPEXLTD,MAHAPEXLTD.NS,Services,Credit Services
MAHASTEEL,MAHASTEEL.NS,Commodities,Ferrous Metals
MAHEPC,MAHEPC.NS,Industrials,"Agricultural, Commercial & Construction Vehicles"
MAHESHWARI,MAHESHWARI.NS,Industrials,Industrial Products
MAHLIFE,MAHLIFE.NS,Consumer Discretionary,Realty
MAHLOG,MAHLOG.NS,Industrials,Industrial Products
MAHSCOOTER,MAHSCOOTER.NS,Consumer Discretionary,Automobile & Auto Components
MAHSEAMLES,MAHSEAMLES.NS,Commodities,Ferrous Metals
MAITHANALL,MAITHANALL.NS,Commodities,Ferrous Metals
MALLCOM,MALLCOM.NS,Industrials,Industrial Manufacturing
MALUPAPER,MALUPAPER.NS,Commodities,"Paper, Forest & Jute Products"
MAMATA,MAMATA.NS,Industrials,Industrial Manufacturing
MANAKALUCO,MANAKALUCO.NS,Commodities,Non - Ferrous Metals
MANAKCOAT,MANAKCOAT.NS,Industrials,Industrial Manufacturing
MANAKSIA,MANAKSIA.NS,Industrials,Industrial Manufacturing
MANAKSTEEL,MANAKSTEEL.NS,Commodities,Ferrous Metals
MANALIPETC,MANALIPETC.NS,Commodities,Fertilizers & Agrochemicals
MANAPPURAM,MANAPPURAM.NS,Services,Credit Services
MANBA,MANBA.NS,Services,Credit Services
MANCREDIT,MANCREDIT.NS,Services,Credit Services
MANGALAM,MANGALAM.NS,Healthcare,Pharmaceuticals & Biotechnology
MANGCHEFER,MANGCHEFER.NS,Commodities,Fertilizers & Agrochemicals
MANGLMCEM,MANGLMCEM.NS,Commodities,Other Construction Materials
MANINDS,MANINDS.NS,Commodities,Ferrous Metals
MANINFRA,MANINFRA.NS,Industrials,Construction
MANKIND,MANKIND.NS,Healthcare,Pharmaceuticals & Biotechnology
MANOMAY,MANOMAY.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MANORAMA,MANORAMA.NS,Fast Moving consumer goods,Food Products
MANORG,MANORG.NS,Commodities,Fertilizers & Agrochemicals
MANUGRAPH,MANUGRAPH.NS,Industrials,Industrial Manufacturing
MANYAVAR,MANYAVAR.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MAPMYINDIA,MAPMYINDIA.NS,Information Technology,IT - Software
MARALOVER,MARALOVER.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MARATHON,MARATHON.NS,Consumer Discretionary,Realty
MARICO,MARICO.NS,Fast Moving consumer goods,Household Products
MARINE,MARINE.NS,Industrials,Industrial Products
MARKSANS,MARKSANS.NS,Healthcare,Pharmaceuticals & Biotechnology
MARUTI,MARUTI.NS,Consumer Discretionary,Automobile & Auto Components
MASFIN,MASFIN.NS,Services,Credit Services
MASKINVEST,MASKINVEST.NS,Services,Capital Markets
MASTEK,MASTEK.NS,Information Technology,IT - Services
MASTERTR,MASTERTR.NS,Services,Capital Markets
MATRIMONY,MATRIMONY.NS,Telecommunication,Telecom - Equipment & Accessories
MAWANASUG,MAWANASUG.NS,Fast Moving consumer goods,Food Products
MAXESTATES,MAXESTATES.NS,Consumer Discretionary,Realty
MAXHEALTH,MAXHEALTH.NS,Healthcare,Healthcare Services
MAXIND,MAXIND.NS,Healthcare,Healthcare Services
MAYURUNIQ,MAYURUNIQ.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MAZDA,MAZDA.NS,Industrials,Industrial Manufacturing
MAZDOCK,MAZDOCK.NS,Industrials,Aerospace & Defense
MBAPL,MBAPL.NS,Commodities,Fertilizers & Agrochemicals
MBLINFRA,MBLINFRA.NS,Industrials,Construction
MCL,MCL.NS,Commodities,Non - Ferrous Metals
MCLEODRUSS,MCLEODRUSS.NS,Fast Moving consumer goods,Food Products
MCLOUD,MCLOUD.NS,Information Technology,IT - Services
MCX,MCX.NS,Services,Financial Data & Stock Exchanges
MEDANTA,MEDANTA.NS,Healthcare,Healthcare Services
MEDIASSIST,MEDIASSIST.NS,Healthcare,Healthcare Services
MEDICAMEQ,MEDICAMEQ.NS,Healthcare,Pharmaceuticals & Biotechnology
MEDICO,MEDICO.NS,Healthcare,Pharmaceuticals & Biotechnology
MEDPLUS,MEDPLUS.NS,Healthcare,Pharmaceuticals & Biotechnology
MEGASOFT,MEGASOFT.NS,Healthcare,Pharmaceuticals & Biotechnology
MEGASTAR,MEGASTAR.NS,Fast Moving consumer goods,Food Products
MENONBE,MENONBE.NS,Consumer Discretionary,Automobile & Auto Components
MEP,MEP.NS,Industrials,Construction
METROBRAND,METROBRAND.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
METROPOLIS,METROPOLIS.NS,Healthcare,Pharmaceuticals & Biotechnology
MFML,MFML.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MFSL,MFSL.NS,Services,Insurance - Life
MGEL,MGEL.NS,Fast Moving consumer goods,Farm Products
MGL,MGL.NS,Utilities,Utilities
MHLXMIRU,MHLXMIRU.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MHRIL,MHRIL.NS,Consumer Discretionary,Leisure Services
MICEL,MICEL.NS,Information Technology,IT - Hardware
MIDHANI,MIDHANI.NS,Commodities,Ferrous Metals
MINDACORP,MINDACORP.NS,Consumer Discretionary,Automobile & Auto Components
MINDTECK,MINDTECK.NS,Information Technology,IT - Services
MIRCELECTR,MIRCELECTR.NS,Consumer Discretionary,Consumer Durables
MIRZAINT,MIRZAINT.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MITCON,MITCON.NS,Industrials,Construction
MITTAL,MITTAL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MKPL,MKPL.NS,Fast Moving consumer goods,Food Products
MMFL,MMFL.NS,Industrials,Industrial Manufacturing
MMP,MMP.NS,Commodities,Non - Ferrous Metals
MMTC,MMTC.NS,Industrials,Industrial Products
MOBIKWIK,MOBIKWIK.NS,Information Technology,IT - Software
MODIRUBBER,MODIRUBBER.NS,Consumer Discretionary,Realty
MODISONLTD,MODISONLTD.NS,Industrials,Electrical Equipment
MODTHREAD,MODTHREAD.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MOHITIND,MOHITIND.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MOIL,MOIL.NS,Commodities,Minerals & Mining
MOKSH,MOKSH.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MOL,MOL.NS,Commodities,Fertilizers & Agrochemicals
MOLDTECH,MOLDTECH.NS,Industrials,Construction
MOLDTKPAC,MOLDTKPAC.NS,Consumer Discretionary,Retailing
MONARCH,MONARCH.NS,Services,Capital Markets
MONTECARLO,MONTECARLO.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MOREPENLAB,MOREPENLAB.NS,Healthcare,Pharmaceuticals & Biotechnology
MOSCHIP,MOSCHIP.NS,Information Technology,IT - Hardware
MOTHERSON,MOTHERSON.NS,Consumer Discretionary,Automobile & Auto Components
MOTILALOFS,MOTILALOFS.NS,Services,Capital Markets
MOTISONS,MOTISONS.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MOTOGENFIN,MOTOGENFIN.NS,Consumer Discretionary,Realty
MPHASIS,MPHASIS.NS,Information Technology,IT - Services
MPSLTD,MPSLTD.NS,Telecommunication,Telecom - Equipment & Accessories
MRF,MRF.NS,Consumer Discretionary,Automobile & Auto Components
MRPL,MRPL.NS,Energy,Petroleum Products
MSPL,MSPL.NS,Commodities,Ferrous Metals
MSTCLTD,MSTCLTD.NS,Industrials,Industrial Products
MSUMI,MSUMI.NS,Consumer Discretionary,Automobile & Auto Components
MTARTECH,MTARTECH.NS,Industrials,Industrial Manufacturing
MTEDUCARE,MTEDUCARE.NS,Fast Moving consumer goods,Diversified FMCG
MTNL,MTNL.NS,Telecommunication,Telecom - Services
MUFIN,MUFIN.NS,Services,Credit Services
MUFTI,MUFTI.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
MUKANDLTD,MUKANDLTD.NS,Commodities,Ferrous Metals
MUKKA,MUKKA.NS,Fast Moving consumer goods,Food Products
MUKTAARTS,MUKTAARTS.NS,Telecommunication,Telecom - Equipment & Accessories
MUNJALAU,MUNJALAU.NS,Consumer Discretionary,Automobile & Auto Components
MUNJALSHOW,MUNJALSHOW.NS,Consumer Discretionary,Automobile & Auto Components
MURUDCERA,MURUDCERA.NS,Industrials,Construction
MUTHOOTCAP,MUTHOOTCAP.NS,Services,Credit Services
MUTHOOTFIN,MUTHOOTFIN.NS,Services,Credit Services
MUTHOOTMF,MUTHOOTMF.NS,Services,Credit Services
MVGJL,MVGJL.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
NACLIND,NACLIND.NS,Commodities,Fertilizers & Agrochemicals
NAGAFERT,NAGAFERT.NS,Commodities,Fertilizers & Agrochemicals
NAGREEKCAP,NAGREEKCAP.NS,Services,Capital Markets
NAGREEKEXP,NAGREEKEXP.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
NAHARCAP,NAHARCAP.NS,Services,Capital Markets
NAHARINDUS,NAHARINDUS.NS,Consumer Discretionary,"Textiles, Apparels & Accessories"
