Company Name,Symbol,SERIES
Shree Renuka Sugars Limited,RENUKA,EQ
Repco Home Finance Limited,REPCOHOME,EQ
Rudrabhishek Enterprises Limited,REPL,BE
Repro India Limited,REPRO,EQ
Responsive Industries Limited,RESPONIND,EQ
JHS Svendgaard Retail Ventures Limited,RETAIL,EQ
Renaissance Global Limited,RGL,EQ
Rhetan TMT Limited,RHETAN,EQ
Reliance Home Finance Limited,RHFL,BZ
RHI MAGNESITA INDIA LIMITED,RHIM,EQ
Robust Hotels Limited,RHL,EQ
Rico Auto Industries Limited,RICOAUTO,EQ
Reliance Industrial Infrastructure Limited,RIIL,EQ
Rishabh Instruments Limited,RISHABH,EQ
Ritco Logistics Limited,RITCO,EQ
RITES Limited,RITES,EQ
Ravi Kumar Distilleries Limited,RKDL,EQ
RKEC Projects Limited,RKEC,EQ
Ramkrishna Forgings Limited,RKFORGE,EQ
R K Swamy Limited,RKSWAMY,EQ
RMC Switchgears Limited,RMC,BE
R M Drip and Sprinklers Systems Limited,RMDRIP,EQ
Rane (Madras) Limited,RML,EQ
R&B Denims Limited,RNBDENIMS,BE
Royal Orchid Hotels Limited,ROHLTD,EQ
Rolex Rings Limited,ROLEXRINGS,EQ
Rollatainers Limited,ROLLT,EQ
Raj Oil Mills Limited,ROML,EQ
Rossari Biotech Limited,ROSSARI,EQ
Rossell India Limited,ROSSELLIND,EQ
Rossell Techsys Limited,ROSSTECH,EQ
Roto Pumps Limited,ROTO,EQ
ROUTE MOBILE LIMITED,ROUTE,EQ
Raghav Productivity Enhancers Limited,RPEL,EQ
RPG Life Sciences Limited,RPGLIFE,EQ
Reliance Power Limited,RPOWER,EQ
R.P.P. Infra Projects Limited,RPPINFRA,EQ
Rajshree Polypack Limited,RPPL,EQ
RPSG VENTURES LIMITED,RPSGVENT,EQ
Rashi Peripherals Limited,RPTECH,EQ
RRIL Limited,RRIL,EQ
R R Kabel Limited,RRKABEL,EQ
RSD Finance Limited,RSDFIN,EQ
Rajputana Stainless Limited,RSL,EQ
R. S. Software (India) Limited,RSSOFTWARE,BE
RSWM Limited,RSWM,EQ
R Systems International Limited,RSYSTEMS,EQ
RattanIndia Enterprises Limited,RTNINDIA,EQ
RattanIndia Power Limited,RTNPOWER,EQ
Rubfila International Limited,RUBFILA,EQ
Rubicon Research Limited,RUBICON,EQ
The Ruby Mills Limited,RUBYMILLS,EQ
Ruchi Infrastructure Limited,RUCHINFRA,EQ
Ruchira Papers Limited,RUCHIRA,EQ
Rudra Global Infra Products Limited,RUDRA,BE
Rupa & Company Limited,RUPA,EQ
Rushil Decor Limited,RUSHIL,EQ
Keystone Realtors Limited,RUSTOMJEE,EQ
Ravinder Heights Limited,RVHL,EQ
Rail Vikas Nigam Limited,RVNL,EQ
Revathi Equipment India Limited,RVTH,EQ
S&S Power Switchgears Limited,S&SPOWER,BE
Saatvik Green Energy Limited,SAATVIKGL,EQ
Sab Events & Governance Now Media Limited,SABEVENTS,BE
Sadbhav Engineering Limited,SADBHAV,BE
Sadbhav Infrastructure Project Limited,SADBHIN,EQ
Sadhana Nitrochem Limited,SADHNANIQ,BE
Safari Industries (India) Limited,SAFARI,EQ
Sagardeep Alloys Limited,SAGARDEEP,EQ
Sagar Cements Limited,SAGCEM,EQ
SAGILITY LIMITED,SAGILITY,EQ
Shalibhadra Finance Limited,SAHLIBHFI,EQ
Sahyadri Industries Limited,SAHYADRI,EQ
Steel Authority of India Limited,SAIL,EQ
Sai Life Sciences Limited,SAILIFE,EQ
Sai Parenterals Limited,SAIPARENT,EQ
Sakar Healthcare Limited,SAKAR,EQ
Sakthi Sugars Limited,SAKHTISUG,EQ
Saksoft Limited,SAKSOFT,EQ
Sakuma Exports Limited,SAKUMA,BE
Salasar Techno Engineering Limited,SALASAR,EQ
Salona Cotspin Limited,SALONA,EQ
S.A.L. Steel Limited,SALSTEEL,BE
Salzer Electronics Limited,SALZERELEC,EQ
Sambhaav Media Limited,SAMBHAAV,BE
Sambhv Steel Tubes Limited,SAMBHV,EQ
Samhi Hotels Limited,SAMHI,EQ
Sammaan Capital Limited,SAMMAANCAP,EQ
Sampann Utpadan India Limited,SAMPANN,EQ
Sanathan Textiles Limited,SANATHAN,EQ
Sanco Industries Limited,SANCO,BZ
The Sandesh Limited,SANDESH,EQ
Sandhar Technologies Limited,SANDHAR,EQ
Sandur Manganese & Iron Ores Limited,SANDUMA,EQ
Sangam (India) Limited,SANGAMIND,EQ
Sanghvi Movers Limited,SANGHVIMOV,EQ
Sanginita Chemicals Limited,SANGINITA,BE
Sanofi India Limited,SANOFI,EQ
Sanofi Consumer Healthcare India Limited,SANOFICONR,EQ
Sansera Engineering Limited,SANSERA,EQ
Sanstar Limited,SANSTAR,EQ
Sanwaria Consumer Limited,SANWARIA,BZ
Sapphire Foods India Limited,SAPPHIRE,EQ
Shree Ajit Pulp & Paper Limited,SAPPL,EQ
Sarda Energy & Minerals Limited,SARDAEN,EQ
Saregama India Limited,SAREGAMA,EQ
Sarla Performance Fibers Limited,SARLAPOLY,EQ
Sarveshwar Foods Limited,SARVESHWAR,BE
Sasken Technologies Limited,SASKEN,EQ
Satia Industries Limited,SATIA,EQ
Satin Creditcare Network Limited,SATIN,EQ
Saurashtra Cement Limited,SAURASHCEM,EQ
Sayaji Hotels Limited,SAYAJIHOTL,EQ
SBC Exports Limited,SBC,EQ
Shivalik Bimetal Controls Limited,SBCL,EQ
SBFC Finance Limited,SBFC,EQ
Suratwwala Business Group Limited,SBGLP,EQ
SBI Cards and Payment Services Limited,SBICARD,EQ
SBI Life Insurance Company Limited,SBILIFE,EQ
State Bank of India,SBIN,EQ
Scan Steels Limited,SCANSTL,EQ
Schaeffler India Limited,SCHAEFFLER,EQ
S Chand And Company Limited,SCHAND,EQ
Schneider Electric Infrastructure Limited,SCHNEIDER,BE
Shipping Corporation Of India Limited,SCI,EQ
Shipping Corporation of India Land and Assets Limited,SCILAL,EQ
Scoda Tubes Limited,SCODATUBES,EQ
Sheetal Cool Products Limited,SCPL,BE
Som Distilleries & Breweries Limited,SDBL,EQ
Seamec Limited,SEAMECLTD,EQ
SecMark Consultancy Limited,SECMARK,BE
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,BE
SEDEMAC Mechatronics Limited,SEDEMAC,EQ
Shanti Educational Initiatives Limited,SEIL,EQ
Sejal Glass Limited,SEJALLTD,BE
SEL Manufacturing Company Limited,SELMC,EQ
Semac Construction Limited,SEMAC,EQ
Senco Gold Limited,SENCO,EQ
Senores Pharmaceuticals Limited,SENORES,EQ
SEPC Limited,SEPC,EQ
Servotech Renewable Power System Limited,SERVOTECH,EQ
Seshasayee Paper and Boards Limited,SESHAPAPER,EQ
Setco Automotive Limited,SETCO,BE
Standard Engineering Technology Limited,SETL,EQ
Setubandhan Infrastructure Limited,SETUINFRA,BZ
Seya Industries Limited,SEYAIND,BE
Sheela Foam Limited,SFL,EQ
SG Finserve Limited,SGFIN,EQ
Synergy Green Industries Limited,SGIL,EQ
STL Global Limited,SGL,EQ
SG Mart Limited,SGMART,EQ
Shadowfax Technologies Limited,SHADOWFAX,EQ
Shah Metacorp Limited,SHAH,EQ
Shah Alloys Limited,SHAHALLOYS,EQ
Shaily Engineering Plastics Limited,SHAILY,EQ
Shakti Pumps (India) Limited,SHAKTIPUMP,EQ
Shalby Limited,SHALBY,EQ
Shalimar Paints Limited,SHALPAINTS,EQ
Shankara Building Products Limited,SHANKARA,BE
Shanti Overseas (India) Limited,SHANTI,EQ
Shanthi Gears Limited,SHANTIGEAR,EQ
Shanti Gold International Limited,SHANTIGOLD,EQ
Sharda Cropchem Limited,SHARDACROP,EQ
Sharda Motor Industries Limited,SHARDAMOTR,EQ
Shardul Securities Limited,SHARDUL,EQ
Share India Securities Limited,SHAREINDIA,EQ
Shri Bajrang Alliance Limited,SHBAJRG,EQ
Shekhawati Industries Limited,SHEKHAWATI,BE
Shemaroo Entertainment Limited,SHEMAROO,EQ
Shilchar Technologies Limited,SHILCTECH,EQ
Shilpa Medicare Limited,SHILPAMED,EQ
Sharat Industries Limited,SHINDL,EQ
Shivalik Rasayan Limited,SHIVALIK,EQ
Shivam Autotech Limited,SHIVAMAUTO,BE
Shiva Mills Limited,SHIVAMILLS,EQ
Shiva Texyarn Limited,SHIVATEX,EQ
Shiv Aum Steels Limited,SHIVAUM,BE
S H Kelkar and Company Limited,SHK,EQ
Shoppers Stop Limited,SHOPERSTOP,EQ
Shradha Realty Limited,SHRADHA,EQ
Shree Digvijay Cement Co.Ltd,SHREDIGCEM,EQ
SHREE CEMENT LIMITED,SHREECEM,EQ
Shreeji Shipping Global Limited,SHREEJISPG,EQ
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,EQ
Shree Rama Multi-Tech Limited,SHREERAMA,EQ
Shrenik Limited,SHRENIK,BZ
Shreyans Industries Limited,SHREYANIND,EQ
Shri Krishna Devcon Limited,SHRIKRISH,EQ
Shringar House of Mangalsutra Limited,SHRINGARMS,EQ
Shriram Pistons & Rings Limited,SHRIPISTON,EQ
Shriram Finance Limited,SHRIRAMFIN,EQ
Shriram Properties Limited,SHRIRAMPPS,EQ
Shyam Century Ferrous Limited,SHYAMCENT,EQ
Shyam Metalics and Energy Limited,SHYAMMETL,EQ
Shyam Telecom Limited,SHYAMTEL,BE
Sicagen India Limited,SICAGEN,EQ
Sical Logistics Limited,SICALLOG,BE
Siemens Limited,SIEMENS,EQ
Sigachi Industries Limited,SIGACHI,BE
Signet Industries Limited,SIGIND,EQ
Sigma Solve Limited,SIGMA,EQ
SIGMA ADVANCED SYSTEMS LIMITED,SIGMAADV,BE
Signatureglobal (India) Limited,SIGNATURE,EQ
Signpost India Limited,SIGNPOST,EQ
Sika Interplant Systems Limited,SIKA,EQ
Sikko Industries Limited,SIKKO,EQ
Standard Industries Limited,SIL,EQ
Silgo Retail Limited,SILGO,EQ
SIL Investments Limited,SILINV,EQ
Silly Monks Entertainment Limited,SILLYMONKS,EQ
Silver Touch Technologies Limited,SILVERTUC,EQ
Simbhaoli Sugars Limited,SIMBHALS,BZ
Simplex Infrastructures Limited,SIMPLEXINF,EQ
Sinclairs Hotels Limited,SINCLAIR,EQ
Sindhu Trade Links Limited,SINDHUTRAD,EQ
Singer India Limited,SINGERIND,EQ
Sintercom India Limited,SINTERCOM,EQ
Sirca Paints India Limited,SIRCA,EQ
SIS LIMITED,SIS,EQ
Siti Networks Limited,SITINET,BZ
Siyaram Silk Mills Limited,SIYSIL,EQ
S.J.S. Enterprises Limited,SJS,EQ
SJVN Limited,SJVN,EQ
SKF India Limited,SKFINDIA,EQ
SKF India (Industrial) Limited,SKFINDUS,EQ
SKIL Infrastructure Limited,SKIL,BZ
Skipper Limited,SKIPPER,EQ
SKM Egg Products Export (India) Limited,SKMEGGPROD,EQ
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD,EQ
Smartlink Holdings Limited,SMARTLINK,EQ
Smartworks Coworking Spaces Limited,SMARTWORKS,EQ
SMC Global Securities Limited,SMCGLOBAL,EQ
SML Mahindra Limited,SMLMAH,EQ
Sarthak Metals Limited,SMLT,EQ
SMS Pharmaceuticals Limited,SMSPHARMA,EQ
Snowman Logistics Limited,SNOWMAN,EQ
Sobha Limited,SOBHA,EQ
Softtech Engineers Limited,SOFTTECH,BE
Solara Active Pharma Sciences Limited,SOLARA,EQ
Solar Industries India Limited,SOLARINDS,EQ
Solarworld Energy Solutions Limited,SOLARWORLD,EQ
Solex Energy Limited,SOLEX,EQ
Somany Ceramics Limited,SOMANYCERA,EQ
Soma Textiles & Industries Limited,SOMATEX,EQ
Somi Conveyor Beltings Limited,SOMICONVEY,EQ
Sona BLW Precision Forgings Limited,SONACOMS,EQ
Sonal Mercantile Limited,SONAL,EQ
SONAM LIMITED,SONAMLTD,EQ
Sonata Software Limited,SONATSOFTW,EQ
Savita Oil Technologies Limited,SOTL,EQ
The South Indian Bank Limited,SOUTHBANK,EQ
South West Pinnacle Exploration Limited,SOUTHWEST,EQ
S. P. Apparels Limited,SPAL,EQ
Spandana Sphoorty Financial Limited,SPANDANA,EQ
Sun Pharma Advanced Research Company Limited,SPARC,EQ
Spacenet Enterprises India Limited,SPCENET,EQ
Speciality Restaurants Limited,SPECIALITY,EQ
Spectrum Electrical Industries Limited,SPECTRUM,EQ
Spencer's Retail Limited,SPENCERS,EQ
Southern Petrochemicals Industries Corporation  Limited,SPIC,EQ
SPL Industries Limited,SPLIL,EQ
Supreme Petrochem Limited,SPLPETRO,EQ
SPML Infra Limited,SPMLINFRA,EQ
Sportking India Limited,SPORTKING,EQ
Shankar Lal Rampal Dye-Chem Limited,SRD,EQ
Sreeleathers Limited,SREEL,EQ
SRF Limited,SRF,EQ
SRG Housing Finance Limited,SRGHFL,EQ
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,EQ
SRM Contractors Limited,SRM,EQ
Shree Ram Proteins Limited,SRPL,BZ
Shree Ram Twistex Limited,SRTL,EQ
Saraswati Saree Depot Limited,SSDL,EQ
Steel Strips Wheels Limited,SSWL,EQ
Stallion India Fluorochemicals Limited,STALLION,EQ
Stanley Lifestyles Limited,STANLEY,EQ
Strides Pharma Science Limited,STAR,EQ
Star Cement Limited,STARCEMENT,EQ
Star Health and Allied Insurance Company Limited,STARHEALTH,EQ
Star Paper Mills Limited,STARPAPER,EQ
Starteck Finance Limited,STARTECK,EQ
The State Trading Corporation of India Limited,STCINDIA,EQ
Steelcast Limited,STEELCAS,EQ
Steel City Securities Limited,STEELCITY,EQ
STEEL EXCHANGE INDIA LIMITED,STEELXIND,EQ
Stel Holdings Limited,STEL,EQ
Sterling Tools Limited,STERTOOLS,EQ
STL Networks Limited,STLNETWORK,EQ
Sterlite Technologies Limited,STLTECH,EQ
Stove Kraft Limited,STOVEKRAFT,EQ
Studds Accessories Limited,STUDDS,EQ
Seshaasai Technologies Limited,STYL,EQ
Stylam Industries Limited,STYLAMIND,EQ
Baazar Style Retail Limited,STYLEBAAZA,EQ
Styrenix Performance Materials Limited,STYRENIX,EQ
Subex Limited,SUBEXLTD,EQ
Subros Limited,SUBROS,EQ
Sudarshan Colorants India Limited,SUDARCOLOR,EQ
Sudarshan Chemical Industries Limited,SUDARSCHEM,EQ
Sudeep Pharma Limited,SUDEEPPHRM,EQ
Sukhjit Starch & Chemicals Limited,SUKHJITS,EQ
Sula Vineyards Limited,SULA,EQ
Sumeet Industries Limited,SUMEETINDS,EQ
Sumitomo Chemical India Limited,SUMICHEM,EQ
Sumit Woods Limited,SUMIT,BE
Summit Securities Limited,SUMMITSEC,EQ
Sundaram Clayton Limited,SUNCLAY,EQ
Sundaram Multi Pap Limited,SUNDARAM,EQ
Sundaram Finance Limited,SUNDARMFIN,EQ
Sundaram Brake Linings Limited,SUNDRMBRAK,EQ
Sundram Fasteners Limited,SUNDRMFAST,EQ
Sundrop Brands Limited,SUNDROP,EQ
Sunflag Iron And Steel Company Limited,SUNFLAG,EQ
Sun Pharmaceutical Industries Limited,SUNPHARMA,EQ
Sunteck Realty Limited,SUNTECK,EQ
Sun TV Network Limited,SUNTV,EQ
Superhouse Limited,SUPERHOUSE,EQ
Super Spinning Mills Limited,SUPERSPIN,EQ
Suprajit Engineering Limited,SUPRAJIT,EQ
Supreme Holdings & Hospitality (India) Limited,SUPREME,EQ
Supreme Engineering Limited,SUPREMEENG,BZ
Supreme Industries Limited,SUPREMEIND,EQ
Supreme Infrastructure India Limited,SUPREMEINF,BZ
Supriya Lifescience Limited,SUPRIYA,EQ
Suraj Estate Developers Limited,SURAJEST,EQ
Suraj Limited,SURAJLTD,EQ
Suraksha Diagnostic Limited,SURAKSHA,EQ
Surana Solar Limited,SURANASOL,EQ
Surana Telecom and Power Limited,SURANAT&P,EQ
Suryalata Spinning Mills Limited,SURYALA,EQ
Suryalakshmi Cotton Mills Limited,SURYALAXMI,EQ
Surya Roshni Limited,SURYAROSNI,EQ
Suryoday Small Finance Bank Limited,SURYODAY,EQ
Sutlej Textiles and Industries Limited,SUTLEJTEX,EQ
Suven Life Sciences Limited,SUVEN,EQ
Suvidhaa Infoserve Limited,SUVIDHAA,BE
Suyog Telematics Limited,SUYOG,EQ
Suzlon Energy Limited,SUZLON,EQ
Shree Vasu Logistics Limited,SVLL,EQ
SVP GLOBAL TEXTILES LIMITED,SVPGLOB,EQ
SWAN CORP LIMITED,SWANCORP,EQ
Swan Defence and Heavy Industries Limited,SWANDEF,BE
Swaraj Engines Limited,SWARAJENG,EQ
Swelect Energy Systems Limited,SWELECTES,EQ
Swiggy Limited,SWIGGY,EQ
Sterling and Wilson Renewable Energy Limited,SWSOLAR,EQ
Symphony Limited,SYMPHONY,EQ
Syncom Formulations (India) Limited,SYNCOMF,EQ
Syngene International Limited,SYNGENE,EQ
Syrma SGS Technology Limited,SYRMA,EQ
Systematix Corporate Services Limited,SYSTMTXC,EQ
Taal Tech Limited,TAALTECH,EQ
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,EQ
Taj GVK Hotels & Resorts Limited,TAJGVK,EQ
Take Solutions Limited,TAKE,BE
Talbros Automotive Components Limited,TALBROAUTO,EQ
Tamboli Industries Limited,TAMBOLIIN,EQ
Tanla Platforms Limited,TANLA,EQ
Tara Chand InfraLogistic Solutions Limited,TARACHAND,EQ
Tarapur Transformers Limited,TARAPUR,EQ
TARC Limited,TARC,EQ
Transformers And Rectifiers (India) Limited,TARIL,EQ
Tarmat Limited,TARMAT,BE
Tarsons Products Limited,TARSONS,EQ
Tasty Bite Eatables Limited,TASTYBITE,EQ
Tata Capital Limited,TATACAP,EQ
Tata Chemicals Limited,TATACHEM,EQ
Tata Communications Limited,TATACOMM,EQ
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,EQ
Tata Elxsi Limited,TATAELXSI,EQ
Tata Investment Corporation Limited,TATAINVEST,EQ
Tata Power Company Limited,TATAPOWER,EQ
Tata Steel Limited,TATASTEEL,EQ
Tata Technologies Limited,TATATECH,EQ
Tatva Chintan Pharma Chem Limited,TATVA,EQ
TBO Tek Limited,TBOTEK,EQ
Tribhovandas Bhimji Zaveri Limited,TBZ,EQ
TCC Concept Limited,TCC,EQ
Transport Corporation of India Limited,TCI,EQ
TCI Express Limited,TCIEXP,EQ
TCI Finance Limited,TCIFINANCE,EQ
TCPL Packaging Limited,TCPLPACK,EQ
Tata Consultancy Services Limited,TCS,EQ
TD Power Systems Limited,TDPOWERSYS,EQ
Team India Guaranty Limited,TEAMGTY,EQ
Teamlease Services Limited,TEAMLEASE,EQ
Tech Mahindra Limited,TECHM,EQ
Techno Electric & Engineering Company Limited,TECHNOE,EQ
TechNVision Ventures Limited,TECHNVISN,EQ
TECIL Chemicals and Hydro Power Limited,TECILCHEM,EQ
Tega Industries Limited,TEGA,EQ
Tejas Networks Limited,TEJASNET,EQ
Tembo Global Industries Limited,TEMBO,EQ
Tenneco Clean Air India Limited,TENNIND,EQ
Tera Software Limited,TERASOFT,EQ
Texmaco Infrastructure & Holdings Limited,TEXINFRA,EQ
Texmo Pipes and Products Limited,TEXMOPIPES,EQ
Texmaco Rail & Engineering Limited,TEXRAIL,EQ
Tourism Finance Corporation of India Limited,TFCILTD,EQ
Transwarranty Finance Limited,TFL,EQ
TGB Banquets And Hotels Limited,TGBHOTELS,EQ
Thacker & Company Limited,THACKER,EQ
Thakkers Developers Limited,THAKDEV,EQ
Thangamayil Jewellery Limited,THANGAMAYL,EQ
The Investment Trust Of India Limited,THEINVEST,EQ
Thejo Engineering Limited,THEJO,EQ
Leela Palaces Hotels & Resorts Limited,THELEELA,EQ
Themis Medicare Limited,THEMISMED,EQ
Thermax Limited,THERMAX,EQ
Thomas Cook  (India)  Limited,THOMASCOOK,EQ
Thomas Scott (India) Limited,THOMASCOTT,EQ
Thyrocare Technologies Limited,THYROCARE,EQ
Tilaknagar Industries Limited,TI,EQ
Twamev Construction and Infrastructure Limited,TICL,EQ
Tiger Logistics (India) Limited,TIGERLOGS,EQ
Technocraft Industries (India) Limited,TIIL,EQ
Tube Investments of India Limited,TIINDIA,EQ
Tijaria Polypipes Limited,TIJARIA,BE
TIL Limited,TIL,EQ
Time Technoplast Limited,TIMETECHNO,EQ
Timex Group India Limited,TIMEX,EQ
Timken India Limited,TIMKEN,EQ
Tinna Rubber and Infrastructure Limited,TINNARUBR,EQ
Tips Films Limited,TIPSFILMS,EQ
Tips Music Limited,TIPSMUSIC,EQ
Thirumalai Chemicals Limited,TIRUMALCHM,EQ
Tirupati Forge Limited,TIRUPATIFL,BE
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,EQ
Titan Company Limited,TITAN,EQ
Tamilnad Mercantile Bank Limited,TMB,EQ
Tata Motors Limited,TMCV,EQ
Tata Motors Passenger Vehicles Limited,TMPV,EQ
Tamilnadu PetroProducts Limited,TNPETRO,EQ
Tamil Nadu Newsprint & Papers Limited,TNPL,EQ
Tamilnadu Telecommunication Limited,TNTELE,EQ
Tokyo Plast International Limited,TOKYOPLAST,BE
Tolins Tyres Limited,TOLINS,EQ
Torrent Pharmaceuticals Limited,TORNTPHARM,EQ
Torrent Power Limited,TORNTPOWER,EQ
Total Transport Systems Limited,TOTAL,EQ
Touchwood Entertainment Limited,TOUCHWOOD,EQ
Teamo Productions HQ Limited,TPHQ,EQ
TPL Plastech Limited,TPLPLASTEH,EQ
Tracxn Technologies Limited,TRACXN,EQ
Transpek Industry Limited,TRANSPEK,EQ
Transrail Lighting Limited,TRANSRAILL,EQ
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD,EQ
Travel Food Services Limited,TRAVELFOOD,EQ
Tree House Education & Accessories Limited,TREEHOUSE,BE
TREJHARA SOLUTIONS LIMITED,TREJHARA,EQ
Transindia Real Estate Limited,TREL,EQ
Trent Limited,TRENT,EQ
TRF Limited,TRF,EQ
Trident Limited,TRIDENT,EQ
Trigyn Technologies Limited,TRIGYN,EQ
Triveni Turbine Limited,TRITURBINE,EQ
Triveni Engineering & Industries Limited,TRIVENI,EQ
TruCap Finance Limited,TRU,EQ
TruAlt Bioenergy Limited,TRUALT,EQ
TSF INVESTMENTS LIMITED,TSFINV,EQ
TTK Healthcare Limited,TTKHLTCARE,EQ
TTK Prestige Limited,TTKPRESTIG,EQ
T T Limited,TTL,BE
Tata Teleservices (Maharashtra) Limited,TTML,EQ
TVS Electronics Limited,TVSELECT,EQ
TVS Holdings Limited,TVSHLTD,EQ
TVS Motor Company Limited,TVSMOTOR,EQ
TVS Supply Chain Solutions Limited,TVSSCS,BE
TVS Srichakra Limited,TVSSRICHAK,EQ
TV Today Network Limited,TVTODAY,EQ
TV Vision Limited,TVVISION,EQ
United Breweries Limited,UBL,EQ
UCAL LIMITED,UCAL,EQ
UCO Bank,UCOBANK,EQ
Updater Services Limited,UDS,EQ
Ujaas Energy Limited,UEL,EQ
United Foodbrands Limited,UFBL,EQ
UFLEX Limited,UFLEX,EQ
UFO Moviez India Limited,UFO,EQ
The Ugar Sugar Works Limited,UGARSUGAR,EQ
Ugro Capital Limited,UGROCAP,EQ
Ujjivan Small Finance Bank Limited,UJJIVANSFB,EQ
UltraTech Cement Limited,ULTRACEMCO,EQ
Ultramarine & Pigments Limited,ULTRAMAR,EQ
Uma Exports Limited,UMAEXPORTS,BE
Usha Martin Education & Solutions Limited,UMESLTD,BE
UMIYA BUILDCON LIMITED,UMIYA-MRO,EQ
Unichem Laboratories Limited,UNICHEMLAB,EQ
United Drilling Tools Limited,UNIDT,EQ
Unicommerce Esolutions Limited,UNIECOM,EQ
Uniphos Enterprises Limited,UNIENTER,EQ
Uniinfo Telecom Services Limited,UNIINFO,BE
Unimech Aerospace and Manufacturing Limited,UNIMECH,EQ
Union Bank of India,UNIONBANK,EQ
Uniparts India Limited,UNIPARTS,EQ
United Spirits Limited,UNITDSPR,EQ
Unitech Limited,UNITECH,EQ
United Polyfab Gujarat Limited,UNITEDPOLY,EQ
The United Nilgiri Tea Estates Company Limited,UNITEDTEA,EQ
Univa Foods Limited,UNIVAFOODS,BE
Univastu India Limited,UNIVASTU,EQ
Universal Cables Limited,UNIVCABLES,EQ
Universus Photo Imagings Limited,UNIVPHOTO,BE
UNO Minda Limited,UNOMINDA,EQ
UPL Limited,UPL,EQ
Uravi Defence and Technology Limited,URAVIDEF,BE
Urban Company Limited,URBANCO,EQ
Urja Global Limited,URJA,EQ
Usha Martin Limited,USHAMART,EQ
Udayshivakumar Infra Limited,USK,BE
UTI Asset Management Company Limited,UTIAMC,EQ
Utkarsh Small Finance Bank Limited,UTKARSHBNK,EQ
Fujiyama Power Systems Limited,UTLSOLAR,EQ
Uttam Sugar Mills Limited,UTTAMSUGAR,EQ
U. Y. Fincorp Limited,UYFINCORP,EQ
V2 Retail Limited,V2RETAIL,EQ
Vadilal Industries Limited,VADILALIND,EQ
Vaibhav Global Limited,VAIBHAVGBL,EQ
Vaishali Pharma Limited,VAISHALI,BE
Vakrangee Limited,VAKRANGEE,EQ
Valiant Laboratories Limited,VALIANTLAB,BE
Valiant Organics Limited,VALIANTORG,EQ
Vardhman Acrylics Limited,VARDHACRLC,EQ
Vardhman Polytex Limited,VARDMNPOLY,BE
Varroc Engineering Limited,VARROC,EQ
Vascon Engineers Limited,VASCONEQ,EQ
Vaswani Industries Limited,VASWANI,EQ
Varun Beverages Limited,VBL,EQ
Vaxtex Cotfab Limited,VCL,EQ
Vedanta Limited,VEDL,EQ
Veedol Corporation Limited,VEEDOL,EQ
Veljan Denison Limited,VELJAN,EQ
Venky's (India) Limited,VENKEYS,EQ
Ventive Hospitality Limited,VENTIVE,EQ
Venus Pipes & Tubes Limited,VENUSPIPES,EQ
Venus Remedies Limited,VENUSREM,EQ
Veranda Learning Solutions Limited,VERANDA,EQ
Vertoz Limited,VERTOZ,EQ
Vesuvius India Limited,VESUVIUS,EQ
Veto Switchgears And Cables Limited,VETO,EQ
VARVEE GLOBAL LIMITED,VGL,EQ
V-Guard Industries Limited,VGUARD,EQ
Vardhman Holdings Limited,VHL,EQ
Viceroy Hotels Limited,VHLTD,BE
Vidhi Specialty Food Ingredients Limited,VIDHIING,EQ
Vidya Wires Limited,VIDYAWIRES,EQ
Vijaya Diagnostic Centre Limited,VIJAYA,EQ
Viji Finance Limited,VIJIFIN,BE
Vikas EcoTech Limited,VIKASECO,BE
Vikas Lifecare Limited,VIKASLIFE,BE
Vikram Solar Limited,VIKRAMSOLR,EQ
Vikran Engineering Limited,VIKRAN,EQ
Vimta Labs Limited,VIMTALABS,EQ
Vinati Organics Limited,VINATIORGA,EQ
Vintage Coffee And Beverages Limited,VINCOFE,EQ
Vindhya Telelinks Limited,VINDHYATEL,EQ
Vineet Laboratories Limited,VINEETLAB,BE
Vinny Overseas Limited,VINNY,EQ
Vinyl Chemicals (India) Limited,VINYLINDIA,EQ
VIP Clothing Limited,VIPCLOTHNG,EQ
VIP Industries Limited,VIPIND,EQ
Vipul Limited,VIPULLTD,BE
Virinchi Limited,VIRINCHI,BE
Visaka Industries Limited,VISAKAIND,EQ
Visa Steel Limited,VISASTEEL,EQ
Vishnu Chemicals Limited,VISHNU,EQ
Vishwaraj Sugar Industries Limited,VISHWARAJ,BE
Vital Chemtech Limited,VITAL,BE
Visagar Polytex Limited,VIVIDHA,EQ
Vivimed Labs Limited,VIVIMEDLAB,BE
Viyash Scientific Limited,VIYASH,EQ
VL E-Governance & IT Solutions Limited,VLEGOV,BE
VLS Finance Limited,VLSFINANCE,EQ
V-Mart Retail Limited,VMART,EQ
Vishal Mega Mart Limited,VMM,EQ
VMS TMT Limited,VMSTMT,EQ
Voltamp Transformers Limited,VOLTAMP,EQ
Voltas Limited,VOLTAS,EQ
Vishnu Prakash R Punglia Limited,VPRPL,BE
